Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cabo Verde,CPV,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,116.637,117.344,118.051,118.0258,118.0006,117.9754,117.9502,117.925,117.5814,117.2378,116.8942,116.5506,116.207,115.3642,114.5214,113.6786,112.8358,111.993,111.052,110.111,109.17,108.229,107.288,107.633,107.978,108.323,108.668,109.013,109.5496,110.0862,110.6228,111.1594,111.696,109.4566,107.2172,104.9778,102.7384,100.499,99.17,97.841,96.512,95.183,93.854,92.7968,91.7396,90.6824,89.6252,88.568,86.5846,84.6012,82.6178,80.6344,78.651,77.6726,76.6942,75.7158,74.7374,73.759,72.6946,71.6302,
Costa Rica,CRI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,123.3204,122.9342,122.548,119.5214,116.4948,113.4682,110.4416,107.415,105.2566,103.0982,100.9398,98.7814,96.623,97.0436,97.4642,97.8848,98.3054,98.726,98.4066,98.0872,97.7678,97.4484,97.129,97.3358,97.5426,97.7494,97.9562,98.163,97.2476,96.3322,95.4168,94.5014,93.586,91.5036,89.4212,87.3388,85.2564,83.174,80.4264,77.6788,74.9312,72.1836,69.436,68.2628,67.0896,65.9164,64.7432,63.57,62.8094,62.0488,61.2882,60.5276,59.767,58.5056,57.2442,55.9828,54.7214,53.46,52.5186,51.5772,
Cuba,CUB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,103.0514,111.5312,120.011,121.361,122.711,124.061,125.411,126.761,129.5716,132.3822,135.1928,138.0034,140.814,134.891,128.968,123.045,117.122,111.199,106.1036,101.0082,95.9128,90.8174,85.722,85.722,85.722,85.722,85.722,85.722,81.8598,77.9976,74.1354,70.2732,66.411,64.8624,63.3138,61.7652,60.2166,58.668,56.7474,54.8268,52.9062,50.9856,49.065,48.7594,48.4538,48.1482,47.8426,47.537,48.7802,50.0234,51.2666,52.5098,53.753,53.3208,52.8886,52.4564,52.0242,51.592,51.5156,51.4392,
Curacao,CUW,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,105.7542,102.5856,99.417,96.7096,94.0022,91.2948,88.5874,85.88,81.6764,77.4728,73.2692,69.0656,64.862,62.9636,61.0652,59.1668,57.2684,55.37,54.466,53.562,52.658,51.754,50.85,51.076,51.302,51.528,51.754,51.98,51.8896,51.7992,51.7088,51.6184,51.528,49.964,48.4,46.836,45.272,43.708,42.8944,42.0808,41.2672,40.4536,39.64,39.144,38.648,38.152,37.656,37.16,36.7452,36.3304,35.9156,35.5008,35.086,33.6572,32.2284,30.7996,29.3708,27.942,27.6142,27.2864,
Cayman Islands,CYM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,31.0666,28.4048,25.743,24.6996,23.6562,22.6128,21.5694,20.526,20.608,20.69,20.772,20.854,20.936,22.684,24.432,26.18,27.928,29.676,31.3914,33.1068,34.8222,36.5376,38.253,37.5272,36.8014,36.0756,35.3498,34.624,32.5656,30.5072,28.4488,26.3904,24.332,22.0764,19.8208,17.5652,15.3096,13.054,11.8884,10.7228,9.5572,8.3916,7.226,7.0678,6.9096,6.7514,6.5932,6.435,6.1802,5.9254,5.6706,5.4158,5.161,5.0452,4.9294,4.8136,4.6978,4.582,4.4586,4.3352,
Czech Republic,CZE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,47.9544,47.9232,47.892,47.6538,47.4156,47.1774,46.9392,46.701,47.4402,48.1794,48.9186,49.6578,50.397,52.1382,53.8794,55.6206,57.3618,59.103,57.85,56.597,55.344,54.091,52.838,52.3704,51.9028,51.4352,50.9676,50.5,48.6178,46.7356,44.8534,42.9712,41.089,36.184,31.279,26.374,21.469,16.564,15.5232,14.4824,13.4416,12.4008,11.36,11.3114,11.2628,11.2142,11.1656,11.117,11.044,10.971,10.898,10.825,10.752,10.996,11.24,11.484,11.728,11.972,11.9314,11.8908,
Germany,DEU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,37.8706,40.1368,42.403,43.7524,45.1018,46.4512,47.8006,49.15,47.776,46.402,45.028,43.654,42.28,39.7486,37.2172,34.6858,32.1544,29.623,28.1902,26.7574,25.3246,23.8918,22.459,21.3598,20.2606,19.1614,18.0622,16.963,16.752,16.541,16.33,16.119,15.908,15.3492,14.7904,14.2316,13.6728,13.114,12.9652,12.8164,12.6676,12.5188,12.37,11.8502,11.3304,10.8106,10.2908,9.771,9.4294,9.0878,8.7462,8.4046,8.063,8.0694,8.0758,8.0822,8.0886,8.095,7.8568,7.6186,
Djibouti,DJI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,43.1298,44.3484,45.567,46.836,48.105,49.374,50.643,51.912,52.2188,52.5256,52.8324,53.1392,53.446,53.4002,53.3544,53.3086,53.2628,53.217,53.1284,53.0398,52.9512,52.8626,52.774,52.2102,51.6464,51.0826,50.5188,49.955,49.0572,48.1594,47.2616,46.3638,45.466,43.6466,41.8272,40.0078,38.1884,36.369,35.279,34.189,33.099,32.009,30.919,29.7976,28.6762,27.5548,26.4334,25.312,24.592,23.872,23.152,22.432,21.712,21.1378,20.5636,19.9894,19.4152,18.841,18.4434,18.0458,
Dominica,DMA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,44.1754,45.0442,45.913,45.5242,45.1354,44.7466,44.3578,43.969,40.693,37.417,34.141,30.865,27.589,26.2812,24.9734,23.6656,22.3578,21.05,19.2538,17.4576,15.6614,13.8652,12.069,11.499,10.929,10.359,9.789,9.219,9.1554,9.0918,9.0282,8.9646,8.901,8.7222,8.5434,8.3646,8.1858,8.007,7.7292,7.4514,7.1736,6.8958,6.618,6.4682,6.3184,6.1686,6.0188,5.869,5.5824,5.2958,5.0092,4.7226,4.436,4.3734,4.3108,4.2482,4.1856,4.123,4.169,4.215,
Dominican Republic,DOM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,167.0996,165.6988,164.298,161.0394,157.7808,154.5222,151.2636,148.005,144.5842,141.1634,137.7426,134.3218,130.901,127.9212,124.9414,121.9616,118.9818,116.002,114.4948,112.9876,111.4804,109.9732,108.466,108.3932,108.3204,108.2476,108.1748,108.102,109.0682,110.0344,111.0006,111.9668,112.933,112.3228,111.7126,111.1024,110.4922,109.882,109.2058,108.5296,107.8534,107.1772,106.501,106.1268,105.7526,105.3784,105.0042,104.63,103.2216,101.8132,100.4048,98.9964,97.588,96.9224,96.2568,95.5912,94.9256,94.26,93.0342,91.8084,
Algeria,DZA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,123.8892,124.7566,125.624,123.5016,121.3792,119.2568,117.1344,115.012,112.6814,110.3508,108.0202,105.6896,103.359,101.6092,99.8594,98.1096,96.3598,94.61,86.0068,77.4036,68.8004,60.1972,51.594,47.8858,44.1776,40.4694,36.7612,33.053,31.3024,29.5518,27.8012,26.0506,24.3,22.4138,20.5276,18.6414,16.7552,14.869,13.8312,12.7934,11.7556,10.7178,9.68,9.6814,9.6828,9.6842,9.6856,9.687,10.0608,10.4346,10.8084,11.1822,11.556,11.259,10.962,10.665,10.368,10.071,9.8338,9.5966,
Ecuador,ECU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,131.1764,130.6982,130.22,129.2536,128.2872,127.3208,126.3544,125.388,123.242,121.096,118.95,116.804,114.658,112.2314,109.8048,107.3782,104.9516,102.525,100.6942,98.8634,97.0326,95.2018,93.371,92.303,91.235,90.167,89.099,88.031,87.5244,87.0178,86.5112,86.0046,85.498,85.2596,85.0212,84.7828,84.5444,84.306,84.2676,84.2292,84.1908,84.1524,84.114,84.0088,83.9036,83.7984,83.6932,83.588,83.4192,83.2504,83.0816,82.9128,82.744,82.0474,81.3508,80.6542,79.9576,79.261,78.7626,78.2642,
"Egypt, Arab Rep.",EGY,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,150.2574,149.8082,149.359,148.4606,147.5622,146.6638,145.7654,144.867,142.8456,140.8242,138.8028,136.7814,134.76,133.4124,132.0648,130.7172,129.3696,128.022,125.9588,123.8956,121.8324,119.7692,117.706,114.7848,111.8636,108.9424,106.0212,103.1,98.567,94.034,89.501,84.968,80.435,76.4452,72.4554,68.4656,64.4758,60.486,58.8856,57.2852,55.6848,54.0844,52.484,51.8576,51.2312,50.6048,49.9784,49.352,50.6334,51.9148,53.1962,54.4776,55.759,55.371,54.983,54.595,54.207,53.819,53.086,52.353,
Eritrea,ERI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,119.4878,118.9664,118.445,118.0418,117.6386,117.2354,116.8322,116.429,116.1544,115.8798,115.6052,115.3306,115.056,115.056,115.056,115.056,115.056,115.056,115.334,115.612,115.89,116.168,116.446,116.143,115.84,115.537,115.234,114.931,113.9292,112.9274,111.9256,110.9238,109.922,107.5196,105.1172,102.7148,100.3124,97.91,94.805,91.7,88.595,85.49,82.385,81.1238,79.8626,78.6014,77.3402,76.079,72.9266,69.7742,66.6218,63.4694,60.317,58.7642,57.2114,55.6586,54.1058,52.553,50.7028,48.8526,
Spain,ESP,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,10.0564,10.3502,10.644,11.0234,11.4028,11.7822,12.1616,12.541,13.4562,14.3714,15.2866,16.2018,17.117,18.8192,20.5214,22.2236,23.9258,25.628,24.752,23.876,23,22.124,21.248,20.0218,18.7956,17.5694,16.3432,15.117,14.0294,12.9418,11.8542,10.7666,9.679,9.3504,9.0218,8.6932,8.3646,8.036,8.4628,8.8896,9.3164,9.7432,10.17,10.684,11.198,11.712,12.226,12.74,11.9864,11.2328,10.4792,9.7256,8.972,8.7226,8.4732,8.2238,7.9744,7.725,7.4904,7.2558,
Estonia,EST,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,21.4402,21.4466,21.453,22.4152,23.3774,24.3396,25.3018,26.264,27.7348,29.2056,30.6764,32.1472,33.618,34.8716,36.1252,37.3788,38.6324,39.886,40.1742,40.4624,40.7506,41.0388,41.327,41.965,42.603,43.241,43.879,44.517,45.0314,45.5458,46.0602,46.5746,47.089,43.7448,40.4006,37.0564,33.7122,30.368,28.9982,27.6284,26.2586,24.8888,23.519,23.3278,23.1366,22.9454,22.7542,22.563,21.2766,19.9902,18.7038,17.4174,16.131,14.4444,12.7578,11.0712,9.3846,7.698,7.0988,6.4996,
Ethiopia,ETH,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,115.9074,115.8902,115.873,115.7786,115.6842,115.5898,115.4954,115.401,116.1896,116.9782,117.7668,118.5554,119.344,119.6128,119.8816,120.1504,120.4192,120.688,120.9034,121.1188,121.3342,121.5496,121.765,121.282,120.799,120.316,119.833,119.35,119.0148,118.6796,118.3444,118.0092,117.674,117.6464,117.6188,117.5912,117.5636,117.536,115.2386,112.9412,110.6438,108.3464,106.049,102.1638,98.2786,94.3934,90.5082,86.623,84.894,83.165,81.436,79.707,77.978,75.7278,73.4776,71.2274,68.9772,66.727,65.0748,63.4226,
Finland,FIN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,29.014,29.278,29.542,30.41,31.278,32.146,33.014,33.882,32.7628,31.6436,30.5244,29.4052,28.286,27.3324,26.3788,25.4252,24.4716,23.518,22.1426,20.7672,19.3918,18.0164,16.641,15.8578,15.0746,14.2914,13.5082,12.725,12.456,12.187,11.918,11.649,11.38,10.9968,10.6136,10.2304,9.8472,9.464,9.6894,9.9148,10.1402,10.3656,10.591,10.319,10.047,9.775,9.503,9.231,8.8694,8.5078,8.1462,7.7846,7.423,7.101,6.779,6.457,6.135,5.813,5.6588,5.5046,
Fiji,FJI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,112.6104,110.2872,107.964,101.3952,94.8264,88.2576,81.6888,75.12,71.893,68.666,65.439,62.212,58.985,59.4504,59.9158,60.3812,60.8466,61.312,60.7704,60.2288,59.6872,59.1456,58.604,59.539,60.474,61.409,62.344,63.279,63.2058,63.1326,63.0594,62.9862,62.913,59.4206,55.9282,52.4358,48.9434,45.451,44.594,43.737,42.88,42.023,41.166,41.9814,42.7968,43.6122,44.4276,45.243,45.375,45.507,45.639,45.771,45.903,46.593,47.283,47.973,48.663,49.353,49.1406,48.9282,
France,FRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,24.917,25.899,26.881,26.8274,26.7738,26.7202,26.6666,26.613,26.9212,27.2294,27.5376,27.8458,28.154,26.7144,25.2748,23.8352,22.3956,20.956,19.672,18.388,17.104,15.82,14.536,13.5962,12.6564,11.7166,10.7768,9.837,9.4772,9.1174,8.7576,8.3978,8.038,7.8742,7.7104,7.5466,7.3828,7.219,7.3606,7.5022,7.6438,7.7854,7.927,7.7912,7.6554,7.5196,7.3838,7.248,7.128,7.008,6.888,6.768,6.648,6.2638,5.8796,5.4954,5.1112,4.727,4.7362,4.7454,
Faroe Islands,FRO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,75.3684,75.1512,74.934,74.934,74.934,74.934,74.934,74.934,74.934,74.934,74.934,74.934,74.934,73.7456,72.5572,71.3688,70.1804,68.992,67.9136,66.8352,65.7568,64.6784,63.6,61.5712,59.5424,57.5136,55.4848,53.456,52.4374,51.4188,50.4002,49.3816,48.363,47.6548,46.9466,46.2384,45.5302,44.822,42.7102,40.5984,38.4866,36.3748,34.263,32.4956,30.7282,28.9608,27.1934,25.426,24.052,22.678,21.304,19.93,18.556,17.6296,16.7032,15.7768,14.8504,13.924,13.2274,12.5308,
Gabon,GAB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,180.3142,182.6496,184.985,186.862,188.739,190.616,192.493,194.37,195.7266,197.0832,198.4398,199.7964,201.153,202.7654,204.3778,205.9902,207.6026,209.215,208.215,207.215,206.215,205.215,204.215,202.154,200.093,198.032,195.971,193.91,190.6804,187.4508,184.2212,180.9916,177.762,172.5496,167.3372,162.1248,156.9124,151.7,147.3016,142.9032,138.5048,134.1064,129.708,127.1218,124.5356,121.9494,119.3632,116.777,114.6548,112.5326,110.4104,108.2882,106.166,104.1782,102.1904,100.2026,98.2148,96.227,93.5644,90.9018,
United Kingdom,GBR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,84.7406,86.7628,88.785,84.3684,79.9518,75.5352,71.1186,66.702,61.9316,57.1612,52.3908,47.6204,42.85,40.3392,37.8284,35.3176,32.8068,30.296,29.8032,29.3104,28.8176,28.3248,27.832,28.5994,29.3668,30.1342,30.9016,31.669,31.4378,31.2066,30.9754,30.7442,30.513,30.4738,30.4346,30.3954,30.3562,30.317,29.5742,28.8314,28.0886,27.3458,26.603,26.354,26.105,25.856,25.607,25.358,23.9822,22.6064,21.2306,19.8548,18.479,17.4572,16.4354,15.4136,14.3918,13.37,12.641,11.912,
Georgia,GEO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,28.4154,28.4562,28.497,29.8682,31.2394,32.6106,33.9818,35.353,35.0886,34.8242,34.5598,34.2954,34.031,35.0946,36.1582,37.2218,38.2854,39.349,40.979,42.609,44.239,45.869,47.499,48.7602,50.0214,51.2826,52.5438,53.805,56.8282,59.8514,62.8746,65.8978,68.921,67.2456,65.5702,63.8948,62.2194,60.544,58.1054,55.6668,53.2282,50.7896,48.351,48.832,49.313,49.794,50.275,50.756,50.9344,51.1128,51.2912,51.4696,51.648,50.6,49.552,48.504,47.456,46.408,45.1848,43.9616,
Ghana,GHA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,148.3448,148.2344,148.124,147.6896,147.2552,146.8208,146.3864,145.952,145.2312,144.5104,143.7896,143.0688,142.348,141.1616,139.9752,138.7888,137.6024,136.416,134.7974,133.1788,131.5602,129.9416,128.323,126.263,124.203,122.143,120.083,118.023,115.186,112.349,109.512,106.675,103.838,101.2128,98.5876,95.9624,93.3372,90.712,88.4626,86.2132,83.9638,81.7144,79.465,78.3214,77.1778,76.0342,74.8906,73.747,73.3528,72.9586,72.5644,72.1702,71.776,70.743,69.71,68.677,67.644,66.611,65.7842,64.9574,
Gibraltar,GIB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,203.0624,200.8202,198.578,196.5096,194.4412,192.3728,190.3044,188.236,186.7356,185.2352,183.7348,182.2344,180.734,180.3042,179.8744,179.4446,179.0148,178.585,178.7728,178.9606,179.1484,179.3362,179.524,179.8862,180.2484,180.6106,180.9728,181.335,181.1282,180.9214,180.7146,180.5078,180.301,179.1144,177.9278,176.7412,175.5546,174.368,172.5512,170.7344,168.9176,167.1008,165.284,163.303,161.322,159.341,157.36,155.379,153.4778,151.5766,149.6754,147.7742,145.873,143.7572,141.6414,139.5256,137.4098,135.294,133.365,131.436,
"Gambia, The",GMB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,220.4986,219.7918,219.085,219.085,219.085,219.085,219.085,219.085,218.3728,217.6606,216.9484,216.2362,215.524,215.3556,215.1872,215.0188,214.8504,214.682,212.058,209.434,206.81,204.186,201.562,197.1284,192.6948,188.2612,183.8276,179.394,174,168.606,163.212,157.818,152.424,148.5306,144.6372,140.7438,136.8504,132.957,129.9044,126.8518,123.7992,120.7466,117.694,114.8452,111.9964,109.1476,106.2988,103.45,100.9386,98.4272,95.9158,93.4044,90.893,88.3514,85.8098,83.2682,80.7266,78.185,75.7058,73.2266,
Guinea-Bissau,GNB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,108.0446,108.2268,108.409,108.5912,108.7734,108.9556,109.1378,109.32,109.0966,108.8732,108.6498,108.4264,108.203,108.4174,108.6318,108.8462,109.0606,109.275,111.917,114.559,117.201,119.843,122.485,124.409,126.333,128.257,130.181,132.105,133.3378,134.5706,135.8034,137.0362,138.269,137.5052,136.7414,135.9776,135.2138,134.45,133.029,131.608,130.187,128.766,127.345,125.902,124.459,123.016,121.573,120.13,117.664,115.198,112.732,110.266,107.8,107.2046,106.6092,106.0138,105.4184,104.823,103.2252,101.6274,
Equatorial Guinea,GNQ,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,174.8168,175.0294,175.242,176.151,177.06,177.969,178.878,179.787,179.4832,179.1794,178.8756,178.5718,178.268,177.9022,177.5364,177.1706,176.8048,176.439,176.454,176.469,176.484,176.499,176.514,178.7398,180.9656,183.1914,185.4172,187.643,189.366,191.089,192.812,194.535,196.258,194.8878,193.5176,192.1474,190.7772,189.407,187.2834,185.1598,183.0362,180.9126,178.789,177.949,177.109,176.269,175.429,174.589,173.0264,171.4638,169.9012,168.3386,166.776,164.5452,162.3144,160.0836,157.8528,155.622,153.4524,151.2828,
Greece,GRC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,18.127,18.979,19.831,22.3222,24.8134,27.3046,29.7958,32.287,34.2414,36.1958,38.1502,40.1046,42.059,43.971,45.883,47.795,49.707,51.619,50.7158,49.8126,48.9094,48.0062,47.103,43.5174,39.9318,36.3462,32.7606,29.175,26.8094,24.4438,22.0782,19.7126,17.347,16.2168,15.0866,13.9564,12.8262,11.696,11.4752,11.2544,11.0336,10.8128,10.592,10.7362,10.8804,11.0246,11.1688,11.313,10.7582,10.2034,9.6486,9.0938,8.539,8.2758,8.0126,7.7494,7.4862,7.223,6.9376,6.6522,
Grenada,GRD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,155.28,152.904,150.528,142.7712,135.0144,127.2576,119.5008,111.744,110.96,110.176,109.392,108.608,107.824,106.5724,105.3208,104.0692,102.8176,101.566,101.3706,101.1752,100.9798,100.7844,100.589,100.31,100.031,99.752,99.473,99.194,96.0462,92.8984,89.7506,86.6028,83.455,79.0572,74.6594,70.2616,65.8638,61.466,59.4034,57.3408,55.2782,53.2156,51.153,49.404,47.655,45.906,44.157,42.408,40.998,39.588,38.178,36.768,35.358,34.1218,32.8856,31.6494,30.4132,29.177,28.1938,27.2106,
Greenland,GRL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,158.6538,157.3434,156.033,155.0354,154.0378,153.0402,152.0426,151.045,150.1456,149.2462,148.3468,147.4474,146.548,146.0762,145.6044,145.1326,144.6608,144.189,143.2802,142.3714,141.4626,140.5538,139.645,137.7826,135.9202,134.0578,132.1954,130.333,129.9254,129.5178,129.1102,128.7026,128.295,126.4058,124.5166,122.6274,120.7382,118.849,116.404,113.959,111.514,109.069,106.624,103.1252,99.6264,96.1276,92.6288,89.13,87.0182,84.9064,82.7946,80.6828,78.571,77.0428,75.5146,73.9864,72.4582,70.93,69.756,68.582,
Guam,GUM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,103.7064,105.2422,106.778,103.833,100.888,97.943,94.998,92.053,92.2532,92.4534,92.6536,92.8538,93.054,91.7518,90.4496,89.1474,87.8452,86.543,84.952,83.361,81.77,80.179,78.588,79.7244,80.8608,81.9972,83.1336,84.27,82.9208,81.5716,80.2224,78.8732,77.524,75.9942,74.4644,72.9346,71.4048,69.875,67.3642,64.8534,62.3426,59.8318,57.321,55.2848,53.2486,51.2124,49.1762,47.14,45.4516,43.7632,42.0748,40.3864,38.698,37.301,35.904,34.507,33.11,31.713,30.6066,29.5002,
Guyana,GUY,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,145.0668,142.1644,139.262,136.6756,134.0892,131.5028,128.9164,126.33,124.2172,122.1044,119.9916,117.8788,115.766,112.5438,109.3216,106.0994,102.8772,99.655,100.0084,100.3618,100.7152,101.0686,101.422,96.8386,92.2552,87.6718,83.0884,78.505,80.5668,82.6286,84.6904,86.7522,88.814,89.587,90.36,91.133,91.906,92.679,94.1792,95.6794,97.1796,98.6798,100.18,98.6598,97.1396,95.6194,94.0992,92.579,90.6756,88.7722,86.8688,84.9654,83.062,81.326,79.59,77.854,76.118,74.382,72.8682,71.3544,
"Hong Kong SAR, China",HKG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,42.8062,43.3806,43.955,40.5658,37.1766,33.7874,30.3982,27.009,25.7948,24.5806,23.3664,22.1522,20.938,19.6512,18.3644,17.0776,15.7908,14.504,13.5206,12.5372,11.5538,10.5704,9.587,9.0828,8.5786,8.0744,7.5702,7.066,6.9522,6.8384,6.7246,6.6108,6.497,6.2632,6.0294,5.7956,5.5618,5.328,5.0072,4.6864,4.3656,4.0448,3.724,3.5802,3.4364,3.2926,3.1488,3.005,3.0082,3.0114,3.0146,3.0178,3.021,2.9578,2.8946,2.8314,2.7682,2.705,2.6462,2.5874,
Honduras,HND,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,159.419,159.06,158.701,158.72,158.739,158.758,158.777,158.796,157.1968,155.5976,153.9984,152.3992,150.8,149.8804,148.9608,148.0412,147.1216,146.202,144.9624,143.7228,142.4832,141.2436,140.004,138.7026,137.4012,136.0998,134.7984,133.497,132.294,131.091,129.888,128.685,127.482,126.6748,125.8676,125.0604,124.2532,123.446,121.0086,118.5712,116.1338,113.6964,111.259,108.0484,104.8378,101.6272,98.4166,95.206,92.1836,89.1612,86.1388,83.1164,80.094,78.6576,77.2212,75.7848,74.3484,72.912,71.8464,70.7808,
Croatia,HRV,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,42.3674,43.2062,44.045,45.159,46.273,47.387,48.501,49.615,50.2582,50.9014,51.5446,52.1878,52.831,52.2134,51.5958,50.9782,50.3606,49.743,47.9794,46.2158,44.4522,42.6886,40.925,39.7266,38.5282,37.3298,36.1314,34.933,32.0798,29.2266,26.3734,23.5202,20.667,20.3568,20.0466,19.7364,19.4262,19.116,18.335,17.554,16.773,15.992,15.211,15.0844,14.9578,14.8312,14.7046,14.578,13.8968,13.2156,12.5344,11.8532,11.172,10.6738,10.1756,9.6774,9.1792,8.681,8.2652,7.8494,
Haiti,HTI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,76.798,76.798,76.798,76.0784,75.3588,74.6392,73.9196,73.2,71.3392,69.4784,67.6176,65.7568,63.896,65.7748,67.6536,69.5324,71.4112,73.29,75.8486,78.4072,80.9658,83.5244,86.083,84.5252,82.9674,81.4096,79.8518,78.294,77.49,76.686,75.882,75.078,74.274,73.6858,73.0976,72.5094,71.9212,71.333,70.395,69.457,68.519,67.581,66.643,65.799,64.955,64.111,63.267,62.423,61.4516,60.4802,59.5088,58.5374,57.566,56.388,55.21,54.032,52.854,51.676,50.9536,50.2312,
Hungary,HUN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,49.4176,47.4788,45.54,46.588,47.636,48.684,49.732,50.78,51.781,52.782,53.783,54.784,55.785,59.4294,63.0738,66.7182,70.3626,74.007,70.8996,67.7922,64.6848,61.5774,58.47,55.938,53.406,50.874,48.342,45.81,43.9554,42.1008,40.2462,38.3916,36.537,34.3478,32.1586,29.9694,27.7802,25.591,24.6764,23.7618,22.8472,21.9326,21.018,20.7232,20.4284,20.1336,19.8388,19.544,19.6982,19.8524,20.0066,20.1608,20.315,21.0478,21.7806,22.5134,23.2462,23.979,24.2756,24.5722,
Indonesia,IDN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,143.8518,145.6324,147.413,148.7258,150.0386,151.3514,152.6642,153.977,149.071,144.165,139.259,134.353,129.447,127.0052,124.5634,122.1216,119.6798,117.238,113.0436,108.8492,104.6548,100.4604,96.266,91.5988,86.9316,82.2644,77.5972,72.93,70.966,69.002,67.038,65.074,63.11,60.0576,57.0052,53.9528,50.9004,47.848,48.6824,49.5168,50.3512,51.1856,52.02,51.917,51.814,51.711,51.608,51.505,51.299,51.093,50.887,50.681,50.475,49.8548,49.2346,48.6144,47.9942,47.374,46.9052,46.4364,
